lsho	50.18	24.06
rsho	74.89	24.95
relb	85.65	46.82
rwr	83	69.23
hbot	61.48	21.59
htop	60.59	2.19
		
lank	36.39	145.12
lkne	21.18	102.28
lhip	53.76	84.52
rhip	73.15	82.02
rkne	86.35	93.93
rank	105.89	131.12
lwr	16.51	51.72
lelb	49.09	46.91
lsho	53.76	29.99
rsho	74.48	46.29
relb	62.29	75.12
rwr	56.77	102.08
hbot	62.62	35.84
htop	72.31	14.53
		
lank	29.27	169.02
lkne	59.16	149.1
lhip	60.64	131.46
rhip	73.92	136.86
rkne	112.11	128.35
rank	115.62	155.74
lwr	42.37	61.74
lelb	39.24	91.41
lsho	45.88	92.24
rsho	62.3	88.3
relb	75.03	62.36
rwr	77.06	31.03
hbot	54	86.02
htop	47.17	68.38
		
lank	84.81	206.68
lkne	101.86	176.06
lhip	98.61	140.34
rhip	114.84	140.7
rkne	115.25	177.52
rank	101.86	206.68
lwr	84.4	137.06
lelb	84.4	114.09
lsho	98.61	92.59
rsho	122.96	96.96
relb	119.72	115.55
rwr	127.83	138.88
hbot	112.82	90.4
htop	114.44	69.26
		
lank	138.65	154.15
lkne	119.45	110.49
lhip	137.05	94.64
rhip	155.72	95.48
rkne	157.32	134.69
rank	154.12	169.73
lwr	94.38	96.31
lelb	118.92	72.67
lsho	130.65	49.87
rsho	160.52	49.87
relb	169.59	78.23
rwr	169.06	96.59
hbot	142.39	46.53
htop	140.25	27.34
		
lank	10.89	123.92
lkne	47.76	91.19
lhip	74.73	83.6
rhip	97.47	85.5
rkne	87.56	135.3
rank	95.36	171.11
lwr	61.08	112.06
lelb	66.28	73.88
lsho	63.52	41.15
rsho	91.3	42.58
relb	91.62	82.18
rwr	77.65	112.53
hbot	75.7	38.07
htop	69.69	8.9
		
lank	69.79	115.45
lkne	48.63	94.5
lhip	69.61	73.55
rhip	98.35	70.53
rkne	88.13	107.89
rank	95	150.23
lwr	18.3	85.86
lelb	36.99	69.45
lsho	43.51	41.58
rsho	72.08	28.63
relb	103.64	53.68
rwr	92.01	75.06
hbot	53.56	35.75
htop	48.63	5.3
		
lank	28.9	140.64
lkne	39.12	112.03
lhip	23.13	86.58
rhip	30.74	85.23
rkne	49.08	116.54
rank	48.56	147.85
lwr	51.97	69.24
lelb	30.74	58.2
lsho	21.82	40.41
rsho	28.38	38.83
relb	43.84	44.46
rwr	61.4	49.87
hbot	33.36	37.48
htop	37.55	14.95
		
lank	62.25	158.25
lkne	60.26	134.49
lhip	67.11	100.06
rhip	68.43	100.06
rkne	61.81	134.29
rank	64.01	158.65
lwr	29.79	67.84
lelb	56.51	78.31
lsho	67.11	55.16
rsho	72.41	52.94
relb	66.89	83.55
rwr	40.39	98.25
hbot	68.21	49.12
htop	66.66	27.77
		
lank	45.91	141.59
lkne	46.22	102.73
lhip	54.44	80.1
rhip	72.1	77.29
rkne	66.62	103.93
rank	71.64	134.98
lwr	15.01	84.7
lelb	25.82	60.66
lsho	29.62	42.84
rsho	62.81	28.61
relb	84.13	44.44
rwr	97.22	67.48
hbot	41.19	34.02
htop	37.08	10.18
		
lank	55.56	181.47
lkne	72.9	138.11
lhip	38.5	100.88
rhip	38.5	100.88
rkne	72.9	139.7
rank	60.18	181.24
lwr	63.65	93.62
lelb	36.48	92.26
lsho	40.53	60.25
rsho	45.73	55.48
relb	49.78	84.54
rwr	72.61	96.34
hbot	48.62	48.9
htop	50.35	28.92
		
lank	57.9	146.78
lkne	70.23	100.74
lhip	80.31	62.5
rhip	79.19	62.5
rkne	100.93	73.54
rank	139.69	47.47
lwr	46.03	92.75
lelb	38.86	61.74
lsho	29.67	41.77
rsho	54.09	35.49
relb	78.97	41.39
rwr	104.29	54.7
hbot	35.05	37.01
htop	26.31	14.75
		
lank	225.56	239.78
lkne	222.84	190.83
lhip	247.36	159.52
rhip	241.91	160.6
rkne	252.81	195.87
rank	274.06	209.55
lwr	213.58	111.3
lelb	220.12	124.97
lsho	238.1	109.5
rsho	250.08	119.93
relb	267.52	131.09
rwr	267.52	157
hbot	241.37	103.38
htop	245.18	81.78
		
lank	28.49	143.39
lkne	38.49	112.24
lhip	38.97	90.04
rhip	45.74	88.68
rkne	59.93	117.69
rank	56.54	145.72
lwr	61.54	42.15
lelb	47.03	56.95
lsho	40.75	41.96
rsho	48.48	43.71
relb	61.54	53.45
rwr	74.76	38.26
hbot	49.13	41.38
htop	50.9	27.16
		
lank	29.82	139.23
lkne	57.82	118.88
lhip	55.4	86.94
rhip	58.68	86.33
rkne	70.09	119.09
rank	66.8	149.81
lwr	60.07	96.5
lelb	57.3	68.42
lsho	57.99	41.97
rsho	55.92	39.53
relb	57.65	70.66
rwr	78.56	86.33
hbot	61.1	36.68
htop	62.48	14.3
		
lank	36.36	135.05
lkne	32.84	125.49
lhip	40.82	92.76
rhip	58.66	96.44
rkne	61.23	103.98
rank	55.55	136.34
lwr	10.8	11.5
lelb	27.16	32.83
lsho	49.88	44.04
rsho	81.24	58.2
relb	92.06	82.65
rwr	85.03	84.86
hbot	69.48	50.11
htop	75.02	25.65
		
lank	21.6	72.8
lkne	56.53	96.19
lhip	98.83	77.87
rhip	107.69	82.95
rkne	131.05	118.03
rank	120.23	160.39
lwr	144.34	101.04
lelb	129.09	78.54
lsho	136.47	51.4
rsho	143.85	59.56
relb	125.89	66.62
rwr	111.62	46.76
hbot	149.99	49.41
htop	157.62	29.56
		
lank	147.05	182.7
lkne	149.54	137.38
lhip	153.03	97.69
rhip	171.48	97.16
rkne	170.48	143.28
rank	171.98	177.07
lwr	155.52	52.37
lelb	144.55	74.1
lsho	145.55	50.77
rsho	175.47	54.79
relb	183.44	84.29
rwr	180.95	115.39
hbot	165.99	46.47
htop	168.98	23.14
		
lank	10.81	130.92
lkne	36.11	118.08
lhip	37.34	86.18
rhip	27.85	84.4
rkne	52.99	104.89
rank	72.49	131.81
lwr	35.76	49.82
lelb	17.66	55.34
lsho	25.39	37.16
rsho	50.53	41.26
relb	57.38	50.53
rwr	41.21	42.51
hbot	43.85	33.77
htop	46.31	15.95
		
lank	37.22	148.79
lkne	64.07	141.45
lhip	83.6	128.36
rhip	98.49	124.85
rkne	116.06	129.64
rank	140.72	119.11
lwr	36.25	69.33
lelb	51.87	79.22
lsho	73.35	80.18
rsho	95.81	80.18
relb	102.4	63.27
rwr	105.57	47.63
hbot	84.33	77.31
htop	81.65	55.29
		
lank	45.61	168.16
lkne	61.7	135.18
lhip	67.13	99.07
rhip	87.9	91.66
rkne	101.74	123.52
rank	104.92	158.07
lwr	41.87	110.06
lelb	46.92	85.38
lsho	51.23	56.67
rsho	80.23	45.67
relb	99.5	38.49
rwr	124.94	31.31
hbot	59.83	48.59
htop	51.97	28.17
		
lank	69.34	173.98
lkne	73.1	132.71
lhip	76.32	92.85
rhip	94.02	83.52
rkne	95.1	132.99
rank	99.66	167.48
lwr	17.3	103.87
lelb	37.96	80.13
lsho	53.25	55.25
rsho	81.42	39.14
relb	100.46	41.68
rwr	105.83	65.14
hbot	62.1	48.18
htop	53.25	29.24
		
lank	43.14	110.45
lkne	66.89	133.48
lhip	67.97	97.06
rhip	73.1	94.95
rkne	85.79	125.49
rank	92	158.85
lwr	33.42	33.16
lelb	65.81	41.39
lsho	85.79	48.43
rsho	95.5	61.12
relb	78.23	78.74
rwr	62.3	93.77
hbot	100.9	66.05
htop	118.45	58.54
		
lank	65.47	213.12
lkne	64.64	177.01
lhip	64.64	141.19
rhip	84.7	140.02
rkne	88.88	181.41
rank	94.18	217.23
lwr	56.83	132.97
lelb	47.08	115.65
lsho	56.56	93.34
rsho	93.34	96.57
relb	101.98	117.7
rwr	95.02	137.08
hbot	75.23	87.76
htop	72.16	63.98
		
lank	178.78	153.41
lkne	143.16	126.29
lhip	170.83	82.7
rhip	161.41	76.47
rkne	146.69	120.26
rank	177.31	119.86
lwr	100.77	65.22
lelb	130.8	75.47
lsho	148.76	51.16
rsho	132.56	35.9
relb	129.62	53.37
rwr	100.77	53.57
hbot	127.56	31.08
htop	129.03	9.58
		
lank	13.1	107.57
lkne	48.47	99.09
lhip	75.41	90.87
rhip	69.09	90.08
rkne	99.77	112.34
rank	127.89	144.68
lwr	27.15	13.74
lelb	52.92	25.94
lsho	76.82	38.39
rsho	97.67	56.42
relb	117.58	65.96
rwr	133.27	74.7
hbot	90.17	41.04
htop	101.41	18.78
		
lank	46.8	139.72
lkne	65.88	105.38
lhip	59.78	76
rhip	64.89	76.79
rkne	62.93	109.74
rank	53.29	136.54
lwr	96.17	78.58
lelb	79.25	55.75
lsho	73.35	32.73
rsho	92.43	37.49
relb	94.01	56.74
rwr	103.65	72.62
hbot	85.94	28.36
htop	93.42	5.93
		
lank	22.58	189.76
lkne	45.75	150.31
lhip	65.49	114.73
rhip	77.29	115.46
rkne	109.27	143.05
rank	102.83	184.44
lwr	50.26	112.31
lelb	45.32	90.53
lsho	60.34	73.1
rsho	94.68	68.26
relb	115.49	76.73
rwr	136.3	70.92
hbot	80.51	65.35
htop	85.02	40.91
		
lank	164.69	46.4
lkne	129.9	68.76
lhip	95.36	79.59
rhip	80.09	64.39
rkne	109.87	52.51
rank	130.15	26.48
lwr	70.33	128.67
lelb	80.09	106.31
lsho	60.32	80.46
rsho	25.52	80.63
relb	24.02	108.06
rwr	17.01	126.75
hbot	38.29	87.1
htop	24.52	67.18
		
lank	35.78	143.94
lkne	39.21	107.42
lhip	55.71	76.83
rhip	60.18	76.83
rkne	69.8	113.53
rank	75.82	141.23
lwr	29.59	69.7
lelb	55.54	58.99
lsho	56.23	31.3
rsho	59.66	30.79
relb	63.1	57.12
rwr	38.7	55.76
hbot	52.27	26.2
htop	46.6	12.61
		
lank	100.69	100.44
lkne	101.61	67.69
lhip	89.66	42.26
rhip	98.62	28.77
rkne	106.89	65.12
rank	131.7	80.02
lwr	16.16	45.86
lelb	38.21	58.96
lsho	43.72	40.59
rsho	52.22	23.77
relb	54.98	39.05
rwr	39.13	24.41
hbot	38.21	41.62
htop	25.58	28.77
		
lank	89.49	194.71
lkne	91.14	163.47
lhip	95.11	131.33
rhip	107	129.79
rkne	109.64	165.01
rank	105.02	193.17
lwr	90.48	116.94
lelb	69.34	99.48
lsho	88.17	84.48
rsho	112.95	84.17
relb	124.18	103.46
rwr	116.25	116.32
hbot	102.04	79.89
htop	99.07	59.99
		
lank	25.46	162.51
lkne	41	111.22
lhip	47.36	76.25
rhip	66.79	77.4
rkne	61.13	129.39
rank	48.77	144.11
lwr	13.09	94.42
lelb	16.45	64.29
lsho	36.94	37.84
rsho	67.49	27.95
relb	86.04	38.76
rwr	107.06	52.56
hbot	49.12	32.32
htop	49.65	5.87
		
lank	31.19	158.7
lkne	37.06	119.62
lhip	39.31	83.82
rhip	56.76	81.11
rkne	56.91	120.78
rank	50.44	145.55
lwr	35.4	42.03
lelb	28.48	51.32
lsho	31.94	39.9
rsho	63.22	33.71
relb	66.08	33.71
rwr	55.55	27.9
hbot	48.64	30.23
htop	51.64	13.01
		
lank	71.08	187.34
lkne	64.11	155.03
lhip	62.43	128.96
rhip	79.48	130.86
rkne	84.53	161.27
rank	93.17	191.96
lwr	52.1	122.98
lelb	52.82	104.52
lsho	56.67	84.43
rsho	86.69	82.52
relb	94.37	103.71
rwr	91.73	127.6
hbot	68.19	78.18
htop	66.99	56.73
		
lank	47.76	163.34
lkne	51.36	130.21
lhip	51.74	98.57
rhip	65.41	99.12
rkne	56.68	132.99
rank	55.54	159.45
lwr	53.07	112.45
lelb	43.58	79.69
lsho	45.86	54.15
rsho	66.55	51.93
relb	71.67	85.43
rwr	74.71	106.34
hbot	63.32	46.2
htop	64.84	26.21
		
lank	14.62	147.78
lkne	33.18	114.98
lhip	47.31	83.85
rhip	50.13	84.03
rkne	63.16	110.16
rank	67.09	141.11
lwr	25.19	82.92
lelb	36.98	59.57
lsho	43.25	38.26
rsho	45.09	37.89
relb	40.79	63.28
rwr	60.82	72.91
hbot	46.94	31.22
htop	52.47	14.17
		
lank	27.43	138.93
lkne	27.56	101.22
lhip	34.36	73.11
rhip	52.47	74.68
rkne	58.25	103.49
rank	78.29	116.41
lwr	85.99	45.18
lelb	61.08	37.32
lsho	40.79	23.18
rsho	66.99	34.35
relb	65.32	59.32
rwr	82.53	48.49
hbot	54.53	26.84
htop	63	7.99
		
lank	138.6	126.11
lkne	131.2	76.21
lhip	151.92	81.62
rhip	168.69	93.96
rkne	163.26	123.02
rank	158.33	159.8
lwr	137.12	77.24
lelb	130.21	66.18
lsho	149.45	41.49
rsho	172.64	43.29
relb	181.52	71.84
rwr	175.1	87.53
hbot	160.3	39.44
htop	154.38	19.89
		
lank	131.96	187.07
lkne	158.58	140.39
lhip	208.63	142.83
rhip	234.72	151.89
rkne	245.9	194.73
rank	269.32	203.09
lwr	177.75	166.87
lelb	188.4	139.7
lsho	180.94	114.62
rsho	213.95	107.3
relb	227.79	134.82
rwr	210.76	165.47
hbot	196.92	102.08
htop	192.66	78.39
		
lank	43	157.06
lkne	45.95	124.46
lhip	58.46	79.87
rhip	80.31	78.19
rkne	86.2	120.62
rank	92.33	152.98
lwr	44.23	90.18
lelb	43.25	60.94
lsho	43.49	36.49
rsho	83.25	32.41
relb	92.09	55.66
rwr	101.66	88.5
hbot	61.9	32.17
htop	63.86	9.88
		
lank	60.19	174.27
lkne	55	129.06
lhip	51.81	98.93
rhip	68.58	100.3
rkne	62.71	133.63
rank	46.61	115.82
lwr	11.4	86.83
lelb	27.66	69.71
lsho	42.92	52.81
rsho	79.81	54.87
relb	86.69	81.12
rwr	86.69	110.11
hbot	63.04	50.99
htop	66.9	21.54
		
lank	81.53	203.14
lkne	82.25	159.03
lhip	89.37	117.33
rhip	111.8	125.43
rkne	107.17	164.73
rank	108.95	193.23
lwr	68.71	126.93
lelb	75.48	99.33
lsho	89.37	71.12
rsho	131.39	84.02
relb	131.74	113.43
rwr	122.84	143.43
hbot	109.67	78.32
htop	113.23	48.62
		
lank	70.36	222.2
lkne	76.73	180.08
lhip	79.16	142.07
rhip	96.15	143.79
rkne	96.45	185.9
rank	91.6	224.6
lwr	46.1	141.05
lelb	59.75	116.05
lsho	73.4	97.22
rsho	103.43	98.59
relb	104.34	122.21
rwr	114.65	147.55
hbot	87.35	90.71
htop	87.05	68.8
		
lank	138.83	76.09
lkne	109.63	92.49
lhip	97.86	73.17
rhip	122.99	64.4
rkne	129.78	97.52
rank	147.44	111.32
lwr	41.27	80.15
lelb	56.89	63.43
lsho	67.98	37.93
rsho	93.33	28.68
relb	102.62	47.35
rwr	70.92	41.83
hbot	75	33.55
htop	71.15	9.68
		
lank	145.54	179
lkne	134.94	156.66
lhip	138.63	124.72
rhip	150.61	125.44
rkne	151.99	157.14
rank	152.45	184.76
lwr	123.43	108.39
lelb	121.12	90.86
lsho	131.72	78.37
rsho	159.36	78.61
relb	150.15	93.26
rwr	131.72	82.93
hbot	148.76	75.49
htop	149.22	61.08
		
lank	47.38	156.37
lkne	47.53	113.93
lhip	45.32	79.31
rhip	64.6	78.34
rkne	63.81	107.87
rank	72.66	106.5
lwr	29.52	65.23
lelb	33.31	49.98
lsho	36.31	34.13
rsho	67.76	31.59
relb	76.93	57.21
rwr	58.44	59.56
hbot	49.43	29.05
htop	48.96	5.19
		
lank	53.13	154.36
lkne	51.09	118.67
lhip	49.46	86.48
rhip	67.17	83.54
rkne	62.09	114.44
rank	70.64	142.22
lwr	40.3	86.48
lelb	39.08	62.38
lsho	39.69	39.02
rsho	75.11	38.66
relb	82.85	60.73
rwr	82.65	88.32
hbot	54.15	32.95
htop	52.52	13.09
		
lank	129.54	161.13
lkne	131.45	127.35
lhip	138.77	95.79
rhip	132.41	95.57
rkne	128.9	129.57
rank	137.82	157.35
lwr	95.47	42.24
lelb	104.39	66.46
lsho	125.4	48.68
rsho	145.46	50.68
relb	150.23	75.35
rwr	143.87	105.13
hbot	133.04	42.46
htop	132.09	19.12
		
lank	44.39	82.37
lkne	84.53	62.96
lhip	74.57	79.7
rhip	94.5	82.37
rkne	116.18	112.61
rank	146.36	151.23
lwr	44.09	63.73
lelb	71.35	44.32
lsho	106.8	38.81
rsho	119.11	54.21
relb	105.63	66.39
rwr	106.8	76.85
hbot	118.23	49.27
htop	130.25	23.97
		
lank	33.06	97.03
lkne	34.54	112.37
lhip	57.69	85.43
rhip	78.35	83.37
rkne	75.21	109.19
rank	50.41	143.42
lwr	16.69	54.38
lelb	43.8	58.87
lsho	60.33	38.1
rsho	93.72	40.35
relb	110.08	52.88
rwr	121.65	58.87
hbot	73.39	34.92
htop	73.22	10.42
		
lank	63.82	161.49
lkne	59.28	124.65
lhip	73.57	99.12
rhip	87.17	99.33
rkne	84	120.73
rank	100.78	149.35
lwr	59.06	51.57
lelb	57.7	63.1
lsho	65.18	56.51
rsho	97.15	49.31
relb	111.21	43.75
rwr	127.99	27.28
hbot	79.01	50.34
htop	76.97	32.22
		
lank	213.32	166.09
lkne	223.92	126.19
lhip	253.95	98.47
rhip	243.35	100.29
rkne	255.72	130.6
rank	294.59	132.15
lwr	146.77	81.89
lelb	170.33	69.2
lsho	205.66	64.02
rsho	229.22	71.27
relb	253.95	106.76
rwr	230.4	122.05
hbot	214.49	75.94
htop	214.49	55.73
		
lank	20.34	130.06
lkne	35.16	90.33
lhip	76.43	78.26
rhip	71.93	77.78
rkne	96.13	111.4
rank	134.58	108.34
lwr	29.34	63.95
lelb	52.23	66.2
lsho	49.6	42.88
rsho	63.3	30.33
relb	66.67	19.23
rwr	84.87	19.71
hbot	54.85	30.97
htop	54.67	6.52
		
lank	27	180.14
lkne	40.79	145.83
lhip	45.94	107.95
rhip	63.71	112.41
rkne	53.65	149.84
rank	41.49	186.15
lwr	16.94	22.62
lelb	33.78	45.12
lsho	58.09	61.16
rsho	86.85	75.64
relb	103.69	90.79
rwr	128.71	99.93
hbot	74.23	66.51
htop	85.92	47.35
		
lank	48.96	167.76
lkne	37.02	132.87
lhip	30.21	92.35
rhip	49.65	91.18
rkne	51.74	123.73
rank	54.38	161.67
lwr	34.38	64.95
lelb	14.8	66.59
lsho	29.38	41.29
rsho	63.68	52.07
relb	70.07	69.16
rwr	71.46	77.36
hbot	46.88	41.53
htop	47.16	12.25
		
lank	24.79	181.89
lkne	44.6	141.8
lhip	44.24	114.73
rhip	28.61	113.17
rkne	49.33	154.3
rank	40.42	188.65
lwr	49.69	110.83
lelb	25.15	97.56
lsho	25.15	68.66
rsho	54.78	69.18
relb	68.42	85.84
rwr	90.05	76.99
hbot	39.15	63.46
htop	41.33	33.79
		
lank	31.2	157.48
lkne	41.91	112.15
lhip	57.42	86.65
rhip	48.68	89.28
rkne	54.31	124.29
rank	80.53	106.89
lwr	15.13	82.2
lelb	19.36	61.15
lsho	31.9	41.32
rsho	68.69	43.34
relb	79.83	65.4
rwr	73.62	77.95
hbot	48.39	35.65
htop	46.7	8.74
		
lank	86.25	159.63
lkne	91.27	126.44
lhip	88.4	96.65
rhip	106.31	95.09
rkne	121.35	120.69
rank	97.71	129.84
lwr	78.73	32.12
lelb	73	53.28
lsho	95.92	46.22
rsho	120.64	55.11
relb	129.95	72.62
rwr	147.86	62.16
hbot	109.89	50.14
htop	118.49	31.59
		
lank	34.02	167.3
lkne	52.76	136.69
lhip	71.99	115.82
rhip	93.23	112.5
rkne	115.46	141.68
rank	140.94	164.21
lwr	48.01	16.9
lelb	57.01	47.03
lsho	66.75	70.75
rsho	88.98	66.24
relb	105.22	81.66
rwr	119.21	98.98
hbot	72.74	66.71
htop	72.24	52.24
		
lank	83.33	183.71
lkne	75.81	144.97
lhip	80.32	114.31
rhip	98.06	114.31
rkne	100.17	147.48
rank	95.06	181.48
lwr	88.74	114.87
lelb	73.7	97.59
lsho	76.11	67.49
rsho	107.08	69.72
relb	111.29	99.54
rwr	95.96	114.87
hbot	92.65	63.86
htop	95.36	44.07
		
lank	35.68	59.79
lkne	66.33	124.3
lhip	114.73	99.54
rhip	141.36	104.43
rkne	125.61	159.46
rank	116.73	219.7
lwr	83.51	166.5
lelb	88.95	109.32
lsho	100.7	71.41
rsho	153.1	59.17
relb	183.46	59.79
rwr	197.78	81.8
hbot	113.3	66.21
htop	117.59	30.74
		
lank	27.83	140.49
lkne	43.18	111.97
lhip	58.2	84.05
rhip	55.23	84.63
rkne	70.58	115.08
rank	81.47	134.86
lwr	43.35	84.24
lelb	46.32	62.13
lsho	50.11	39.44
rsho	59.19	36.53
relb	58.53	57.47
rwr	67.77	79
hbot	59.69	31.48
htop	60.51	14.61
		
lank	77.46	223.97
lkne	79.49	183.41
lhip	73.38	138.79
rhip	93.74	141.07
rkne	97.3	183.91
rank	86.87	217.63
lwr	27.58	58.16
lelb	45.39	76.16
lsho	70.08	97.21
rsho	97.56	93.15
relb	109.26	71.85
rwr	127.07	48.53
hbot	81.53	91.88
htop	80.76	74.13
		
lank	28.33	133.02
lkne	48.92	110.18
lhip	49.24	85.09
rhip	51.14	83.78
rkne	62.86	109.8
rank	67.61	139.2
lwr	41.16	87.15
lelb	41	57.56
lsho	50.66	36.97
rsho	61.12	39.59
relb	65.08	61.12
rwr	77.12	71.98
hbot	58.43	34.16
htop	64.13	13.75
		
lank	19.11	138.5
lkne	19.4	114.9
lhip	17.01	88.08
rhip	35.35	85.51
rkne	30.38	112.97
rank	28.76	138.72
lwr	29.81	54.61
lelb	8.03	63.2
lsho	17.11	37.45
rsho	47.1	43.46
relb	54.64	60.84
rwr	55.6	76.07
hbot	32.68	38.74
htop	35.92	15.35
		
lank	45.98	145.25
lkne	67.75	135.65
lhip	69.17	101.66
rhip	86.42	96.98
rkne	106.5	126.29
rank	125.16	169.64
lwr	86.98	93.29
lelb	61.53	88.85
lsho	53.62	62.74
rsho	83.31	46.49
relb	92.36	62.5
rwr	105.08	77.52
hbot	65.78	54.12
htop	67.47	32.2
		
lank	149.93	298.89
lkne	159.3	257.46
lhip	162.23	218.24
rhip	183.89	218.79
rkne	187.4	266.29
rank	188.58	295.02
lwr	147.59	232.6
lelb	148.76	201.67
lsho	158.13	174.05
rsho	193.85	173.49
relb	197.36	198.35
rwr	204.39	225.97
hbot	176.28	164.66
htop	175.69	146.98
		
lank	26.2	154.83
lkne	35.62	126.93
lhip	53.56	90.75
rhip	75.98	88.86
rkne	76.43	124.57
rank	96.83	163.11
lwr	63.87	96.9
lelb	43.47	74.2
lsho	46.83	45.35
rsho	83.82	43.46
relb	90.55	59.54
rwr	97.73	78.69
hbot	66.78	40.39
htop	64.54	17.21
		
lank	27.36	141.8
lkne	59.11	119.72
lhip	56.6	85.23
rhip	54.63	85.44
rkne	71.13	122.87
rank	70.05	153.79
lwr	49.07	96.16
lelb	46.2	61.46
lsho	56.78	39.59
rsho	64.85	40.64
relb	69.33	61.25
rwr	87.09	77.03
hbot	65.93	35.18
htop	78.3	17.93
		
lank	115.65	165.11
lkne	107.7	130.58
lhip	104.61	92.37
rhip	121.39	85.24
rkne	145.67	99.51
rank	120.06	123.22
lwr	125.36	99.28
lelb	100.63	75.57
lsho	96.22	44.96
rsho	127.12	41.51
relb	134.19	69.59
rwr	147.88	85.01
hbot	113	39.44
htop	114.32	16.42
		
lank	127.84	163.93
lkne	130.21	129.33
lhip	136.64	89.76
rhip	153.55	91.05
rkne	146.79	128.47
rank	144.08	158.31
lwr	147.8	79.59
lelb	123.1	68.13
lsho	130.89	43.26
rsho	159.64	46.07
relb	161.67	66.83
rwr	156.94	76.57
hbot	150.17	39.8
htop	156.94	17.96
		
lank	60.21	172.3
lkne	58.92	122.2
lhip	60.64	89.54
rhip	83.13	86.59
rkne	83.98	127.11
rank	87.62	169.35
lwr	54.85	108.94
lelb	46.29	82.42
lsho	39.65	54.18
rsho	68.35	41.9
relb	84.63	77.02
rwr	58.07	109.19
hbot	57.85	49.51
htop	41.36	30.85
		
lank	118.89	210.78
lkne	127.26	173.84
lhip	118.43	143.99
rhip	108.67	143.24
rkne	141.2	165.26
rank	141.66	189.14
lwr	138.88	145.11
lelb	131.44	121.6
lsho	140.27	105.56
rsho	137.48	104.81
relb	131.9	121.98
rwr	139.34	148.47
hbot	134.23	109.66
htop	147.24	99.96
		
lank	54.3	152.51
lkne	43.26	109.76
lhip	66.6	80.52
rhip	71.62	79.63
rkne	72.12	119.06
rank	117.79	113.52
lwr	40.25	92.7
lelb	44.76	67.23
lsho	42.26	41.09
rsho	59.82	37.32
relb	83.66	53.72
rwr	105.24	72.54
hbot	44.01	35.99
htop	32.72	13.62
		
lank	96.33	176.31
lkne	102.85	129.32
lhip	112.48	94.27
rhip	105.12	91.99
rkne	110.22	131.86
rank	113.62	164.37
lwr	62.33	56.18
lelb	76.22	70.65
lsho	94.63	49.83
rsho	122.68	46.02
relb	135.15	69.64
rwr	154.41	80.3
hbot	109.65	40.68
htop	109.93	19.86
		
lank	198.16	197.75
lkne	213.28	161.02
lhip	220.26	119.7
rhip	238.28	119.4
rkne	257.47	135.31
rank	258.63	173.57
lwr	212.12	133.17
lelb	208.63	105.93
lsho	219.67	72.26
rsho	253.4	77.77
relb	252.82	108.38
rwr	234.79	131.64
hbot	238.28	66.45
htop	238.28	44.1
		
lank	186.98	207.76
lkne	185.03	164.23
lhip	208.96	143.26
rhip	197.73	141.97
rkne	205.54	180.35
rank	220.18	213.57
lwr	191.38	105.53
lelb	186.5	117.46
lsho	194.31	91.02
rsho	216.77	103.27
relb	222.14	122.3
rwr	223.11	143.91
hbot	207.98	92.31
htop	208.96	69.09
		
lank	59.49	179.49
lkne	68.62	135.16
lhip	68.14	99.74
rhip	81.77	100.63
rkne	83.05	138.72
rank	61.09	168.57
lwr	22.79	30.46
lelb	22.79	52.29
lsho	46.35	57.86
rsho	79.04	55.19
relb	95.71	35.81
rwr	73.75	30.24
hbot	65.42	50.51
htop	47.47	61.42
		
lank	66.46	174.78
lkne	58.63	132.16
lhip	58.45	96.92
rhip	70.83	94.78
rkne	86.29	130.02
rank	94.48	167.4
lwr	39.35	110.97
lelb	43.17	80.49
lsho	43.35	53.35
rsho	81.2	48.35
relb	86.48	80.25
rwr	90.48	103.35
hbot	64.82	40.49
htop	61.18	15.25
		
lank	64.53	160.44
lkne	68.45	110.11
lhip	65.74	75.27
rhip	47.79	76.9
rkne	59.7	54.29
rank	91.99	74.66
lwr	68.91	41.45
lelb	39.19	56.53
lsho	40.39	30.24
rsho	79.01	31.87
relb	88.67	57.14
rwr	73.43	44.1
hbot	57.59	26.58
htop	57.89	1.31
		
lank	17.21	158.23
lkne	17.69	113.05
lhip	17.21	73.18
rhip	29.23	73.37
rkne	37.78	115.02
rank	38.88	156.26
lwr	12.31	73.18
lelb	10.73	50.59
lsho	11.04	28.79
rsho	40.15	28.2
relb	40.31	56.29
rwr	45.21	75.93
hbot	27.34	23.09
htop	37.46	4.43
		
lank	28.37	152.19
lkne	44.36	121.1
lhip	56.98	87.29
rhip	54.67	86.04
rkne	75.1	121.1
rank	85.76	154.48
lwr	61.95	101.69
lelb	61.06	73.52
lsho	64.44	42.85
rsho	57.51	40.35
relb	63.37	70.6
rwr	78.12	92.3
hbot	66.04	37.22
htop	69.06	15.72
		
lank	124.11	243.91
lkne	130.62	220.08
lhip	129.62	188.01
rhip	155.15	183.25
rkne	161.16	218.78
rank	160.16	240.88
lwr	105.08	196.25
lelb	110.09	166.78
lsho	122.61	140.35
rsho	161.66	138.62
relb	172.68	158.98
rwr	177.19	189.31
hbot	143.64	137.32
htop	143.14	109.59
		
lank	96.56	156.77
lkne	89.85	110.59
lhip	83.59	85.87
rhip	118.04	79.57
rkne	172.62	80.73
rank	157.41	96.36
lwr	46.01	73.27
lelb	62.12	48.32
lsho	89.41	43.88
rsho	152.04	43.42
relb	184.69	57.18
rwr	210.19	95.89
hbot	121.62	53.68
htop	135.93	26.86
		
lank	47.67	146.97
